frame_id,tracker_id,class_id,x1,y1,x2,y2
15,4,2.0,239.8669585121796,240.26896427406749,310.1723449696159,298.7951861171164
15,5,0.0,353.30181269787937,262.9667533179571,375.48134155308406,313.5125769862258
16,1,1.0,576.6792831407713,276.31636311029956,693.2105215764032,323.21873225924725
16,2,0.0,432.58785100703795,268.7939633517734,452.2335724722061,313.7965518032954
16,3,0.0,121.74253369278121,261.66670741087006,139.49538590936012,303.4676711095408
16,4,2.0,239.4194008277212,239.83823684233394,309.6484010134712,298.2383174762065
16,5,0.0,353.0485885402021,262.9535856396206,374.95156284098925,313.15032463212617
17,1,1.0,576.678954031311,276.0771074878964,693.2614869314788,323.00954330340323
17,2,0.0,431.1305269635625,268.4518078138547,450.4257338025549,313.2520641159735
17,3,0.0,121.77668185495821,261.54828733569275,139.51047372556525,303.24958750717803
17,4,2.0,239.17830405158986,239.60088389700508,309.37845167135913,297.92584060306825
17,5,0.0,352.59544160482693,263.1569787469812,374.1998729151822,312.80505185766344
18,1,1.0,576.712304943096,276.03405164414573,693.2366684092759,322.9494809103112
18,2,0.0,429.4380528260466,268.5387916381824,448.4482475520488,313.2373541416525
18,3,0.0,121.7640273905271,261.45831352144853,139.53581857650275,303.20912296731404
18,4,2.0,239.0832899076515,239.53556571425833,309.3799142185202,297.92449650672796
18,5,0.0,352.2999837606758,263.39186428839366,373.6590046434142,312.6446357262517
19,1,1.0,576.6256426507209,275.73029799652096,693.2886519167952,322.7094050412689
19,2,0.0,428.2603424192499,268.56273998931204,446.95749814064766,313.26317325937686
19,3,0.0,121.73623561041656,261.39267600279874,139.5175799339594,303.1347977731979
19,4,2.0,238.9929159368836,239.4337878618599,309.26283083865746,297.7784049369446
19,5,0.0,351.7794550941834,263.50844045258896,373.0045273611611,312.5962263969606
20,1,1.0,576.5577503112626,275.5361279723729,693.439008401982,322.61537007151026
20,2,0.0,426.9763413546192,268.3365564607659,445.2384503571756,312.31591438223825
20,3,0.0,121.79616209240623,261.3472618795091,139.58891668072522,303.03193356568266
20,4,2.0,239.01394152037037,239.30688410254103,309.4865869274684,297.7634128317546
20,5,0.0,351.39301740027446,263.6074974247787,372.51047035202384,312.4350205598632
21,1,1.0,576.5722873375265,275.55234399704506,693.3583482354318,322.6011949662566
21,2,0.0,425.56113591606436,268.2663350331854,443.95438549745046,312.9672043560384
21,3,0.0,121.73996245179507,261.36282766263236,139.55761558462171,303.0839695411141
21,4,2.0,238.91845076230246,239.35657786021847,309.4512245883543,297.84376173584513
21,5,0.0,351.14424249153336,263.95007493764194,372.1490326603842,312.5211000849645
22,1,1.0,576.813866502757,275.1428712246622,693.287732958632,322.0454422911602
22,2,0.0,424.18569130396344,267.9894808423715,442.3880353701507,312.35787319821407
22,3,0.0,121.54077157172702,260.51337684968706,139.56089617912824,302.6833486231653
22,4,2.0,238.94748590947987,238.73729106525167,309.53223095590545,297.23542092719964
22,5,0.0,350.7926124501823,263.44223537940024,371.75426675960506,311.9425759637469
23,1,1.0,576.9650799795529,274.86515637599376,693.0665905092402,321.57994668331645
23,2,0.0,423.1284095150783,267.9248934918816,441.29468059261393,312.0943807355892
23,3,0.0,121.45171676196875,259.84660164653445,139.62860465724336,302.388081560146
23,4,2.0,238.83268844815393,238.30130546590607,309.9059003596826,297.20088748834223
23,5,0.0,350.22175002032907,262.0877802270366,371.67004631452704,311.626545391148
24,1,1.0,576.5730428199303,274.88083943569814,693.2571045356322,321.82894475739636
24,2,0.0,421.21861851741323,268.54140629294847,439.4709164544527,312.089138843529
24,3,0.0,121.35785467141203,259.6794156739221,139.57453566474214,302.2776570528905
24,4,2.0,238.65351131049528,238.19256859825254,309.82843923298697,297.1315254486642
24,5,0.0,349.843709034888,261.5612443758912,371.5498775735031,311.5517146890812
25,1,1.0,576.7652558370759,274.78246011911284,693.0506406621884,321.537636323647
25,2,0.0,419.43155206375377,268.57420435068684,438.00961014603854,311.7888077747777
25,3,0.0,121.26302311809641,259.5204969087069,139.51731978576788,302.21605288337673
25,4,2.0,238.65593452772313,238.10536605227756,309.9887302731007,297.1525800841199
25,5,0.0,348.9428686384066,261.20356976311194,370.86041696059107,311.2980232736388
26,1,1.0,576.7152182680538,274.69296127534284,693.0775064584996,321.4620826417346
26,2,0.0,417.7403857883341,267.564631000658,437.200630014215,311.7311324527826
26,3,0.0,121.24343737291885,259.3150930193115,139.53119801153738,302.1006764300693
26,4,2.0,238.7554658513896,238.02898833790934,310.18239691354535,297.1130458985243
26,5,0.0,349.04104132995644,261.41410291166756,370.9458550328671,311.11501049179265
26,6,0.0,322.8505,259.28113,338.05466,309.84875
27,1,1.0,576.5791756368872,274.6063078406416,693.2265347032175,321.48902840372847
27,2,0.0,416.71212533173815,266.5433681424846,436.8413831914506,311.5836601410757
27,3,0.0,121.24555473185818,259.1542530151149,139.535596109194,301.95805973828976
27,4,2.0,238.7871747981265,237.95858725238904,310.2509117867725,297.05852779258663
27,5,0.0,350.9705205194333,261.6504816230852,372.4345216815499,310.9150383556614
27,6,0.0,322.7760602294586,259.3909423828125,337.9328020752289,309.8081787109375
28,1,1.0,576.4112678248305,274.3570918356964,693.241162988508,321.3284432870878
28,2,0.0,416.0052152347491,266.16444137569255,436.48090850878583,311.32623053526794
28,3,0.0,121.24863795675819,258.9948836763747,139.56339127085462,301.8773196256946
28,4,2.0,238.7569367318184,237.66278372152033,310.23883670082085,296.8143999441056
28,5,0.0,352.3385498560013,261.6995737064649,373.28136622062914,310.48837672160704
28,6,0.0,322.5868359058751,259.4634977494249,337.7072628544707,309.7666835207384
29,1,1.0,576.3389953134431,274.05794482931583,693.0831907543442,321.0138464083416
29,2,0.0,414.88288213323534,266.00618920521015,435.46119662262555,311.05769768649225
29,3,0.0,121.25232575258892,258.83276027054313,139.56354404776008,301.7343079178809
29,4,2.0,238.69738908702084,237.34064278196934,309.9468255378372,296.32473446334893
29,5,0.0,353.00223265479553,261.68115512990414,373.53527019228557,310.18252451341885
29,6,0.0,322.395321692477,259.42167469952005,337.5022048430709,309.6809710027366
30,1,1.0,576.1697289089211,274.30909625778503,693.2570801152318,321.413542061694
30,2,0.0,413.68845629407264,266.05338868609886,434.1326179357543,310.6559325259022
30,3,0.0,121.29193802218968,259.2200601611609,139.47077772436958,301.76131718466206
30,4,2.0,238.91403183186054,237.74660837030456,309.85136527611843,296.46081926010675
30,5,0.0,354.3912900577923,261.91084420649037,374.4274391469132,310.1524677380137
30,6,0.0,322.6191528056221,259.8224548520496,337.6284548823246,309.6845470306004
31,1,1.0,576.1974887731368,274.1474883635653,693.2262986737661,321.2487359720803
31,2,0.0,412.33931324254496,265.7425237550895,432.75737072543905,310.2103877755162
31,3,0.0,121.30028776679063,259.0666551848013,139.5377078938419,301.7618874852614
31,4,2.0,238.7305247320735,237.64202964663008,309.9493431627227,296.6451061323148
31,5,0.0,355.5426588598574,261.9370172846067,375.2397225251863,310.1554640583309
31,6,0.0,322.777468537004,259.7398120210945,337.87364236028776,309.8497411660291
32,1,1.0,576.2962454262745,274.0536299265391,693.3267277127113,321.1622582042888
32,2,0.0,410.6153739414574,265.50527304637404,430.621344178034,309.6119376986102
32,3,0.0,121.53372118224402,259.25284415285637,139.71554819842763,301.7958253627355
32,4,2.0,239.01572202995357,237.63461003265687,310.07406764679837,296.519560021686
32,5,0.0,356.5601755753302,261.5851694696816,376.04572290897573,309.9720841256133
32,6,0.0,322.7559770605409,259.6542595108582,337.93267177803773,310.0319121358334
33,1,1.0,576.6653466769275,274.3593662576157,693.5065772190072,321.3605141239692
33,2,0.0,409.9711162778429,266.0919077785622,429.4162443045245,309.6570685312828
33,3,0.0,121.78367336574803,259.68295171562255,139.90501054626202,302.0991519952008
33,4,2.0,239.73627683185182,238.13813746685886,310.1338068578742,296.50649345537255
33,5,0.0,357.7134016034428,261.9209393886287,376.88795045001467,310.1396338254415
33,6,0.0,322.7973698792493,259.4622477657848,338.1575771828725,310.7888169100261
34,1,1.0,576.6853667579124,274.3869504553768,693.869782844318,321.52782247219375
34,2,0.0,408.5251805980217,265.57306092971726,428.0502273361651,310.00233894627326
34,3,0.0,121.93583213358639,259.6500137746284,140.0501955927838,302.0183775597763
34,4,2.0,240.16071718133662,238.2582986798938,310.36715338859756,296.49332797030064
34,5,0.0,358.68640732931755,261.9784476359673,377.60727554166937,310.1142808368449
34,6,0.0,322.6102101446121,259.73767629387356,337.7833923024402,310.4793794076257
35,1,1.0,576.7032610355826,274.1903384994055,693.5444650507127,321.1681784068026
35,2,0.0,406.8321874355771,263.9034969608266,426.8949772239986,310.10397960936075
35,3,0.0,121.99193614469453,259.1105631287013,140.23214423516714,301.7571769537144
35,4,2.0,239.95120731928318,237.749897765533,310.47238129647724,296.24567820689174
35,5,0.0,359.05085128059847,261.83101563192463,377.8959549867244,310.1264742361093
35,6,0.0,322.267660598715,259.9298908972287,337.34587804988143,310.3261492667678
36,1,1.0,576.6914192378435,274.33483134823615,693.6467659004848,321.34169676856675
36,2,0.0,404.887778949839,262.91409808327677,425.24344563425234,310.271975603943
36,3,0.0,122.09443135017351,259.2487824993352,140.30991405093113,301.8057288227235
36,4,2.0,240.24390769612975,238.0037231020547,310.79638669012314,296.43622475297474
36,5,0.0,359.667632092867,261.9776915460145,378.37740184104575,310.2870040934967
36,6,0.0,322.42095915898864,259.9173109886321,337.5753377700867,310.482963816954
37,1,1.0,576.7335508987784,274.7097229188025,693.6633960717289,321.69365776282854
37,2,0.0,404.0458943257189,262.48800209689864,424.5297156323678,310.53752631093954
37,3,0.0,122.14555079698991,259.7270895781111,140.29870278624654,302.09658814437125
37,4,2.0,240.44221774369697,238.39034018607535,310.8174513572182,296.60956594194397
37,5,0.0,360.08618171570504,262.0975592324689,378.7064976344942,310.5779947818928
37,6,0.0,322.6206978902739,259.746128683943,337.9870363780849,311.0615261528387
38,1,1.0,576.532814084758,274.67076209226354,693.8041295667259,321.80089561719495
38,2,0.0,403.3627998347812,262.6178512233206,423.60554229726375,310.61258790272007
38,3,0.0,122.13242916942285,259.879825230482,140.26800808691107,302.1583598310596
38,4,2.0,240.4425566707048,238.47908163143285,310.87726625332016,296.6666647275792
38,5,0.0,360.3463371227775,261.76841632598604,379.0228859448109,310.7361550049466
38,6,0.0,322.10224704030577,260.26060346307605,337.4237514503563,310.9978897546716
39,1,1.0,576.434063819878,274.5924318104022,694.0287189576119,321.8770623848155
39,2,0.0,402.3348624792975,262.87071570961325,422.4298201126842,310.7439860869484
39,3,0.0,122.10239820612753,259.93886280454154,140.23778816039618,302.1777342674663
39,4,2.0,240.51356662811378,238.61161196282026,310.7811536305104,296.64920243270143
39,5,0.0,360.3046338136999,261.4924518122758,379.0667790106915,310.9944226593649
39,6,0.0,322.75896238362475,260.75199748747696,338.0868805654201,310.6849789248442
40,1,1.0,576.4635644417848,274.9232673088481,693.9590575457935,322.18756460286176
40,2,0.0,401.04192907632677,263.81187960247854,421.1052815910499,310.8960769918679
40,3,0.0,122.05143625487727,260.388057032837,140.0960629810083,302.36942700711677
40,4,2.0,240.46682851022769,238.9945251522335,310.61491206985465,296.91422610389463
40,5,0.0,360.463943217815,261.91373396366225,379.09945629756123,311.3131178299061
40,6,0.0,323.42985492291604,261.3171832601654,338.80422088768415,310.6934517470826
41,1,1.0,576.5178851395349,274.7573393639015,693.7989833514646,321.92845188539894
41,2,0.0,399.9436178348466,263.6959694546682,420.3044071979222,310.6236264583312
41,3,0.0,121.97613523688992,260.0188587272954,140.14622062913915,302.2479782944243
41,4,2.0,240.3081370111326,238.69730440454651,310.60397906262676,296.76215322336014
41,5,0.0,360.4572742963317,261.7575507507915,378.9290279928563,310.9626560617722
41,6,0.0,324.28364298640577,261.6426709817232,339.529229585941,310.1795299789563
42,1,1.0,576.4841667311448,274.8959822987061,693.4358753227243,321.9209187946292
42,2,0.0,398.9404614896237,263.9972825649692,419.5527953752332,310.7386687993848
42,3,0.0,121.63630633934704,259.80043909818346,139.97598303472947,302.39394437401444
42,4,2.0,239.55597664522682,238.54368199582825,310.3218237957261,297.0206497846963
42,5,0.0,360.24139791595906,261.9470973132936,378.628998193807,311.1227534919675
42,6,0.0,324.95574391611297,261.8580228461602,340.3217198515456,310.1751669840508
43,1,1.0,576.2025333971125,273.9944918372013,693.2828122126568,321.1143450679877
43,2,0.0,397.77525392146595,263.36537526668417,418.8305999970953,310.4795091866699
43,3,0.0,121.45794101384321,258.6553915919479,139.94221413013562,301.627650151838
43,4,2.0,239.35575222801788,237.7304107130712,309.8925248098951,296.0312768837708
43,5,0.0,359.7182029461954,261.09078659965456,377.99600810656085,310.1419295549986
43,6,0.0,325.11175906689,261.57215387174756,340.5099361565689,309.47469686351144
44,1,1.0,576.1929082307225,273.38848312014954,692.8539932985868,320.3311286559926
44,2,0.0,396.62646368518085,262.59178006604174,418.21411088489367,310.1124237566249
44,3,0.0,121.34560469952642,257.4221999327224,139.9940518779783,300.7922220267388
44,4,2.0,239.45578876643788,236.65074551666206,310.37741034578073,295.4309919019334
44,5,0.0,359.36909156396877,260.470760131789,377.4429738864748,309.29028838110776
44,6,0.0,325.2682787264633,260.78424689327295,340.6973070549717,308.281695673051
45,1,1.0,575.8269723997287,273.33482973676166,692.8966564021931,320.48128067531394
45,2,0.0,396.0848965240905,262.8403923245268,417.85887998283454,310.1949777311694
45,3,0.0,121.286021280243,257.6489737038953,139.9039006431202,301.0315623146223
45,4,2.0,239.07764270157068,236.84155614355754,309.4957145322536,295.24261363315094
45,5,0.0,359.44817937289804,260.83767043308467,377.31150586415345,309.34056653098474
45,6,0.0,325.5766769460274,260.9753675072532,341.0791491906951,308.432216712655
46,1,1.0,575.7932977885631,274.07823827625,692.9910935601315,321.2944772224403
46,2,0.0,395.24344271286026,264.09868460991544,416.79637625888313,310.5970998000648
46,3,0.0,121.31027101756345,258.8483181173801,139.74701942111795,301.7424254009603
46,4,2.0,238.91341070082476,237.57936407278254,309.4990446381913,296.13385785359304
46,5,0.0,359.4653416329335,261.7281575077654,377.2494388323844,310.0016037863488
46,6,0.0,325.5398701126881,261.86945656902554,341.1792581028162,309.31108791729366
47,1,1.0,575.592881395628,274.07227603323173,692.7701756516373,321.3211405474031
47,2,0.0,393.85677381520156,263.72952869539927,415.6036508564837,310.41906938587067
47,3,0.0,121.15307345656775,258.7663222597946,139.61744931296272,301.67330387927785
47,4,2.0,238.55601399742397,237.75478630688903,308.8053186262756,296.00278039063556
47,5,0.0,359.0970788546436,261.52340326067304,376.9223846891789,309.9407623567272
47,6,0.0,325.4001343549874,261.58337258357795,341.34116399541796,309.6225663556378
47,7,0.0,339.7981,262.77167,359.95984,310.8393
48,1,1.0,575.4052716523828,274.08161774138006,692.6779607041041,321.41887599601927
48,2,0.0,391.5965846397419,263.8890413489818,413.2348806675923,310.74860199212094
48,3,0.0,120.7768919472519,258.7449329337944,139.21223172644824,301.5656426171317
48,4,2.0,238.16743554689893,237.92934425185854,308.3987175366239,296.1725784040809
48,5,0.0,358.57892149797095,261.42770353830605,376.4194979787413,309.96896100786705
48,6,0.0,325.0631776546295,261.2386990690165,341.16507298644586,309.5720838116326
48,7,0.0,339.72169228714915,262.53590087890626,359.90206259566327,310.6671997070313
49,1,1.0,575.2252225890182,274.4318259799702,692.9917444557823,322.02647765520504
49,2,0.0,390.0156334416769,264.55924515143005,411.07531401489933,310.98545605019876
49,3,0.0,120.77482814815524,259.48600351257795,139.0623643495535,301.9212435157661
49,4,2.0,237.98615814414717,238.50804210324222,308.37667982563926,296.8827594119708
49,5,0.0,357.9636666245126,261.91980889694634,375.6962242040831,310.3106120372793
49,6,0.0,324.7980491120435,261.7591337783027,340.92955771264735,309.96694752218195
49,7,0.0,339.449034393849,262.9434974812232,359.56812675915336,311.02160250278354
50,1,1.0,575.0446464427995,274.5745135032844,692.9150384131748,322.267082871479
50,2,0.0,387.62570479129994,264.1837316439927,408.64712188311876,311.25121483018745
50,3,0.0,120.67437336926864,259.88188547183717,138.9104520766932,302.18424784761834
50,4,2.0,237.88146981168612,238.7814539680825,308.3987764156424,297.25309223943657
50,5,0.0,357.3659038721954,261.9895222439291,375.08055854669624,310.4881367674102
50,6,0.0,326.0256008421353,262.32024945449564,342.2438559218277,310.4271721430691
50,7,0.0,338.9055249430362,263.2537508105444,359.0359315684497,311.4432630066516
51,1,1.0,575.1238344223207,274.62719897085805,692.8725778470206,322.320490880776
51,2,0.0,386.0958340410623,263.9048252978893,406.59015896447204,310.63527081576433
51,3,0.0,120.53887249636067,259.9165840446777,138.75786911868082,302.1795317697271
51,4,2.0,237.81076538794522,238.74066869315072,308.46641887722666,297.31268245493084
51,5,0.0,356.2844905727903,261.99944555977305,374.0682396004845,310.64761261880346
51,7,0.0,338.4024028872276,263.25843494837784,358.5495272107321,311.570722098366
52,1,1.0,574.9415919261185,275.03043355303254,692.8538942093019,322.8807384067381
52,2,0.0,385.58386212440223,264.78097555740163,405.30219835822004,310.3807051441422
52,3,0.0,120.72501255041443,260.71336445639884,138.7551020324522,302.55907267754174
52,4,2.0,238.1199445447791,239.3238637942639,308.5001496888726,297.61901402019447
52,5,0.0,356.078966615242,262.33042841225307,373.95614542451455,311.2440361442525
52,7,0.0,338.3933863235524,263.69973840660157,358.54744412416926,312.16204083895605
52,6,0.0,322.27276742542426,262.10493216612724,338.8196048180524,311.27743801340836
53,1,1.0,574.9361892863525,275.2080168053489,692.8517801003778,323.145592663455
53,2,0.0,384.5167687555675,265.16677452266305,404.0088131391074,310.91824932332764
53,3,0.0,120.83257189442752,261.0559217252108,138.78100438863572,302.73084474443607
53,4,2.0,238.15023392462768,239.59104542225415,308.4268791520639,297.777553188
53,5,0.0,355.8026187759759,262.3779801597097,373.8118787658349,311.70120629981955
53,7,0.0,338.086121871085,263.60064764991796,358.31002315536966,312.42117549307244
53,6,0.0,320.9979517812121,261.86209777300235,337.66290906670844,311.54299186722324
54,1,1.0,574.8565242463678,275.2055240139049,692.9218705734537,323.29766786623156
54,2,0.0,383.5526220726164,265.13791713164665,403.0512134907438,311.4435090351974
54,3,0.0,120.91873978708456,261.2399294457363,138.8137771269905,302.8145996690332
54,4,2.0,238.14057836055656,239.7367535424703,308.3435438847854,297.86335290735497
54,5,0.0,355.3811058602351,262.3357436245044,373.4540359801296,311.9255068726224
54,7,0.0,337.7653211663942,263.7698732676473,357.79697688629125,312.2259503691924
54,6,0.0,321.00089070587376,261.7988623385405,337.64785342885926,311.6239314568142
55,1,1.0,574.594199338346,275.26583190134863,692.9961148405292,323.6164673277729
55,2,0.0,383.0539843187266,266.03546383433206,402.15183888907694,311.718451664485
55,3,0.0,121.00263367143255,261.69764282566706,138.79433222189402,302.9741689319975
55,4,2.0,238.12642330132928,239.87516876858163,308.45962997821766,298.08499650089266
55,5,0.0,354.9705349740524,262.38960295552977,373.11359351767214,312.2409354717247
55,7,0.0,337.40516262992594,263.9836845879375,357.2891988546376,312.16724024706537
55,6,0.0,321.4512874551347,261.85664265107755,337.9409634074416,311.62988176002136
56,1,1.0,574.8588769563606,275.18740141053536,692.8852275336229,323.46876844017976
56,2,0.0,382.52549488366395,266.1479121526703,401.4647337912252,311.72332996216454
56,3,0.0,121.0052981096737,261.53396001328827,138.82277152585144,302.8790742710298
56,4,2.0,238.02156206739397,239.90263755378308,308.2202844296322,297.9958997298422
56,5,0.0,354.8102815775513,262.38677056593076,372.87669284733045,312.02284650299
56,7,0.0,337.07303666708697,263.6515144426776,356.86596427241716,311.7412308702505
56,6,0.0,321.4745219577745,261.43512384832997,337.88625056454975,311.2741742541199
57,1,1.0,574.9686556843479,275.2235148543506,692.8038186957564,323.5282721881489
57,2,0.0,381.79831042940276,266.3698948209189,400.4382925993368,311.5342158123333
57,3,0.0,121.0800568309907,261.550289627142,138.903698417266,302.8892171895144
57,4,2.0,237.9739400115009,239.82817673428198,308.31155565614733,298.0826474568579
57,5,0.0,354.73237293002126,262.53544680111247,372.74496156437266,311.99674103302345
57,7,0.0,336.7217940125929,263.7121460364806,356.5967188553057,312.13907737665284
57,6,0.0,321.56577655999575,260.74069851808315,338.15629553436656,311.60457472395626
58,1,1.0,575.1178543657782,275.27283801626146,692.8268213147899,323.6275107572179
58,2,0.0,380.8142445024441,266.6483954316192,399.20517035210383,311.5131395963179
58,3,0.0,121.15126469538421,261.64435261506515,138.9769884654301,302.96220924454053
58,4,2.0,238.14615311573635,239.81536532405673,308.57905070416535,298.1781781182298
58,5,0.0,354.65586795758594,262.7588207101222,372.5713325838901,311.85969468248356
58,7,0.0,336.82939579881815,263.65574498398087,356.5124561573926,311.9174884455085
58,6,0.0,322.01710279441545,260.48997689641396,338.6115059328749,312.0106362508102
59,1,1.0,575.4618740834087,275.15135936964526,692.5993853943879,323.3102215766615
59,2,0.0,380.1651044438818,265.90164149840473,398.5169976232414,311.16392751747384
59,3,0.0,121.05204336095724,261.33187666172495,138.96409231525294,302.87131477167924
59,4,2.0,238.1290147949231,239.68371991808067,308.5527957171068,298.0089716263741
59,5,0.0,354.7526924183934,262.3792873777666,372.65456943372226,311.4804903913813
59,7,0.0,336.6786354430691,263.31213217815446,356.36998944983975,311.76553163759223
59,6,0.0,322.0678906337561,260.3287130843974,338.4878278301621,311.91926627799216
60,1,1.0,575.4521117932765,275.25513909936274,692.6139913027365,323.50647341434944
60,2,0.0,379.532204782218,265.8634883685257,397.89418803863396,311.809780378855
60,3,0.0,121.15894746332087,261.49536494727204,139.04022571715814,302.91985773692795
60,4,2.0,238.25259526827972,239.7879581446543,308.52880879358827,298.0248597368728
60,5,0.0,354.69572083183976,262.6951988856291,372.51973165237916,311.64322349534234
60,7,0.0,336.6370260476381,263.48579149720865,356.23716754905183,311.8966557387786
60,6,0.0,322.31602045658167,260.4027510333313,338.54442151721014,312.0884080636369
61,1,1.0,575.9154471667116,275.7676067613733,692.6200262488856,323.8704855473094
61,2,0.0,379.38350114648676,266.18815273617025,397.45617468190835,312.01259950419086
61,3,0.0,121.26235108198863,261.62320626760607,139.1567225398298,303.00029920992824
61,4,2.0,238.36614872891212,239.91739617934024,308.6728526222992,298.19278759578447
