                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                      1,                 1.3706,                0.65699,                0.94642,                 0.7005,                0.59956,                0.62866,                0.40079,                0.66552,                0.55382,                0.58163,                0.31112,                 1.0497,                 1.4645,                0.79494,                 1.0142,             0.00054184,             0.00054184,             0.00054184
                    104,                0.99939,                 1.3751,                 0.6566,                0.94441,                0.71989,                0.58784,                0.62861,                0.39953,                0.67189,                 0.5472,                0.58292,                0.31162,                 1.0527,                 1.4639,                0.78891,                 1.0171,             0.00053824,             0.00053824,             0.00053824
                    105,                 0.9979,                 1.3692,                0.65392,                0.94431,                0.70946,                0.58796,                0.62419,                0.39878,                0.67096,                0.54746,                 0.5807,                0.31003,                  1.051,                 1.4693,                0.79529,                 1.0177,             0.00053464,             0.00053464,             0.00053464
                    106,                0.99155,                 1.3578,                0.65069,                0.94228,                 0.7164,                0.58455,                0.62548,                0.39975,                0.66961,                0.54772,                0.58087,                0.31119,                 1.0485,                 1.4615,                0.78901,                 1.0161,             0.00053104,             0.00053104,             0.00053104
                    107,                 0.9932,                 1.3703,                0.65314,                0.94343,                0.71453,                0.58906,                 0.6281,                0.40117,                0.66769,                0.55067,                0.58195,                0.31186,                 1.0479,                 1.4619,                0.78829,                 1.0159,             0.00052744,             0.00052744,             0.00052744
                    108,                0.98487,                 1.3551,                0.64389,                0.94116,                0.71614,                0.59567,                0.63217,                0.40309,                0.67639,                0.55561,                0.58453,                0.31296,                 1.0475,                 1.4599,                0.78754,                 1.0136,             0.00052384,             0.00052384,             0.00052384
                    109,                0.98445,                 1.3537,                0.64343,                0.93975,                0.70886,                0.59474,                0.62928,                0.40176,                0.66293,                 0.5567,                0.58256,                0.31345,                 1.0459,                 1.4544,                0.78167,                  1.013,             0.00052024,             0.00052024,             0.00052024
                    110,                0.98422,                 1.3536,                0.64387,                0.94064,                0.72025,                0.58446,                0.62717,                0.40166,                0.68738,                0.54439,                0.58232,                0.31298,                 1.0506,                 1.4649,                0.78819,                 1.0159,             0.00051664,             0.00051664,             0.00051664
                    111,                0.98116,                 1.3498,                0.64016,                 0.9383,                0.69946,                0.59803,                0.63047,                0.40232,                0.65525,                 0.5546,                0.58122,                0.31329,                 1.0481,                 1.4593,                 0.7829,                 1.0143,             0.00051304,             0.00051304,             0.00051304
                    112,                0.98253,                 1.3468,                0.64021,                0.93944,                0.69971,                0.59492,                0.62795,                0.40175,                0.68713,                0.54379,                0.58414,                0.31437,                 1.0508,                 1.4563,                0.78389,                 1.0162,             0.00050944,             0.00050944,             0.00050944
                    113,                0.97672,                 1.3374,                0.63484,                 0.9375,                0.71176,                0.59315,                0.63121,                0.40328,                0.68381,                0.54523,                0.58226,                0.31309,                  1.047,                 1.4604,                0.78448,                 1.0136,             0.00050584,             0.00050584,             0.00050584
                    114,                0.97759,                 1.3336,                0.63479,                0.93669,                0.70837,                0.59337,                0.62835,                0.40202,                0.68458,                0.54714,                0.58399,                 0.3139,                 1.0512,                 1.4628,                0.78855,                 1.0163,             0.00050224,             0.00050224,             0.00050224
                    115,                0.98348,                 1.3476,                0.63687,                0.93637,                0.70424,                0.59131,                0.62591,                0.40086,                0.66595,                0.55145,                0.58038,                0.31284,                 1.0505,                 1.4651,                0.79696,                 1.0139,             0.00049864,             0.00049864,             0.00049864
                    116,                0.97609,                 1.3374,                0.63213,                0.93487,                0.71484,                0.58978,                0.62952,                0.40145,                0.67823,                0.54841,                0.58453,                0.31175,                 1.0521,                 1.4641,                0.78997,                 1.0157,             0.00049504,             0.00049504,             0.00049504
                    117,                 0.9788,                 1.3308,                 0.6342,                0.93626,                0.69833,                0.59951,                0.63097,                0.40194,                0.66045,                0.55822,                 0.5843,                0.31263,                 1.0522,                 1.4699,                0.78598,                 1.0153,             0.00049144,             0.00049144,             0.00049144
                    118,                0.97158,                 1.3301,                0.63031,                0.93442,                0.72518,                0.58891,                0.63249,                0.40315,                0.68019,                0.54593,                0.58495,                0.31333,                 1.0481,                 1.4573,                0.78755,                 1.0132,             0.00048784,             0.00048784,             0.00048784
                    119,                  0.972,                 1.3257,                0.62818,                0.93348,                0.71832,                0.58928,                0.63097,                0.40324,                 0.6763,                0.55157,                  0.587,                0.31593,                 1.0493,                 1.4661,                0.78299,                 1.0146,             0.00048424,             0.00048424,             0.00048424
                    120,                0.97238,                 1.3342,                0.62592,                0.93343,                0.71371,                0.59361,                0.63006,                0.40243,                0.68438,                0.54772,                0.58341,                0.31292,                 1.0507,                 1.4601,                0.79117,                 1.0154,             0.00048064,             0.00048064,             0.00048064
                    121,                0.97007,                 1.3248,                0.62198,                0.93182,                 0.7225,                0.59256,                0.63033,                0.40344,                0.69138,                0.54832,                0.58581,                0.31547,                 1.0479,                 1.4508,                0.78148,                 1.0128,             0.00047704,             0.00047704,             0.00047704
                    122,                 0.9653,                 1.3172,                0.62183,                0.93161,                0.70907,                0.59505,                0.62846,                0.40253,                0.67174,                0.55356,                0.58465,                 0.3141,                 1.0526,                 1.4597,                0.78951,                 1.0156,             0.00047344,             0.00047344,             0.00047344
                    123,                0.96569,                 1.3165,                  0.621,                0.93072,                0.71737,                 0.5953,                0.63112,                0.40424,                0.68496,                0.55125,                0.58584,                0.31474,                 1.0496,                 1.4553,                0.79148,                 1.0157,             0.00046984,             0.00046984,             0.00046984
                    124,                0.96319,                 1.3124,                0.61844,                0.93017,                0.72655,                0.58895,                0.63092,                0.40381,                0.68482,                0.54775,                0.58451,                0.31354,                 1.0463,                 1.4509,                0.78486,                 1.0127,             0.00046624,             0.00046624,             0.00046624
                    125,                0.96484,                 1.3126,                0.61803,                0.93026,                0.72684,                0.59147,                0.63061,                0.40371,                0.68802,                0.55036,                 0.5868,                0.31568,                 1.0496,                 1.4548,                0.77971,                  1.016,             0.00046264,             0.00046264,             0.00046264
                    126,                0.96081,                  1.299,                0.61077,                 0.9269,                0.72793,                0.59241,                0.63365,                0.40435,                0.68188,                0.54953,                0.58589,                0.31516,                 1.0496,                 1.4615,                0.77956,                 1.0168,             0.00045904,             0.00045904,             0.00045904
                    127,                0.95552,                 1.3029,                0.61288,                0.92837,                0.72025,                0.59648,                0.63096,                0.40428,                0.67984,                0.55493,                0.58709,                0.31601,                 1.0495,                 1.4565,                0.78128,                 1.0169,             0.00045545,             0.00045545,             0.00045545
                    128,                0.96002,                  1.306,                0.61074,                0.92683,                  0.722,                0.59335,                0.63218,                0.40426,                0.68555,                0.55115,                 0.5871,                0.31565,                 1.0489,                 1.4585,                0.78323,                 1.0163,             0.00045185,             0.00045185,             0.00045185
                    129,                0.95175,                 1.2929,                0.60712,                0.92573,                0.71988,                0.59464,                0.63042,                0.40315,                0.68494,                0.55016,                 0.5845,                0.31278,                  1.049,                 1.4625,                0.78669,                 1.0144,             0.00044825,             0.00044825,             0.00044825
                    130,                0.95166,                 1.2961,                0.60557,                0.92555,                 0.7162,                0.59603,                0.63195,                0.40512,                0.68652,                 0.5502,                0.58762,                0.31628,                 1.0442,                 1.4552,                0.78018,                 1.0131,             0.00044465,             0.00044465,             0.00044465
                    131,                0.95362,                 1.2961,                0.60746,                0.92625,                0.71455,                0.59659,                0.63077,                0.40392,                0.67498,                0.55572,                0.58546,                0.31544,                 1.0473,                  1.463,                0.78657,                 1.0145,             0.00044105,             0.00044105,             0.00044105
                    132,                0.95395,                 1.2974,                0.60538,                0.92453,                 0.7123,                 0.5957,                0.62898,                0.40337,                0.67979,                0.55258,                0.58471,                0.31533,                 1.0476,                 1.4612,                0.78311,                 1.0149,             0.00043745,             0.00043745,             0.00043745
                    133,                0.94911,                 1.2915,                0.60323,                0.92415,                0.72407,                0.59315,                 0.6327,                  0.404,                0.68614,                0.55067,                0.58732,                0.31558,                 1.0469,                 1.4614,                0.77952,                 1.0132,             0.00043385,             0.00043385,             0.00043385
                    134,                0.94424,                 1.2848,                0.60124,                0.92228,                0.71563,                0.59731,                0.63216,                0.40414,                0.68748,                0.54904,                0.58367,                0.31309,                  1.049,                 1.4613,                0.78054,                  1.016,             0.00043025,             0.00043025,             0.00043025
                    135,                0.94954,                 1.2888,                0.59977,                0.92331,                0.70553,                0.59893,                0.63149,                0.40426,                0.68442,                0.54841,                0.58477,                0.31514,                 1.0479,                 1.4606,                 0.7797,                  1.016,             0.00042665,             0.00042665,             0.00042665
                    136,                0.94569,                 1.2828,                0.59821,                0.92347,                0.70985,                0.59853,                0.63083,                0.40379,                0.68024,                0.55628,                0.58699,                0.31513,                 1.0509,                 1.4653,                0.78431,                 1.0167,             0.00042305,             0.00042305,             0.00042305
                    137,                0.94668,                 1.2838,                0.59899,                0.92191,                0.72437,                0.58909,                0.63039,                0.40356,                0.68141,                0.55066,                 0.5844,                0.31374,                 1.0505,                 1.4657,                0.77934,                 1.0163,             0.00041945,             0.00041945,             0.00041945
                    138,                0.94469,                 1.2803,                0.59708,                0.91982,                0.71203,                0.59751,                0.63152,                 0.4045,                0.68139,                0.54664,                0.58264,                0.31428,                  1.048,                 1.4617,                0.78118,                 1.0167,             0.00041585,             0.00041585,             0.00041585
                    139,                0.94435,                 1.2824,                0.59401,                0.92029,                0.72171,                0.59533,                0.63116,                0.40415,                 0.6827,                0.55095,                 0.5836,                0.31492,                 1.0496,                 1.4645,                0.78557,                 1.0177,             0.00041225,             0.00041225,             0.00041225
                    140,                0.94819,                 1.2858,                0.59786,                 0.9206,                0.71446,                0.59662,                0.63304,                0.40478,                0.67828,                0.55048,                0.58493,                0.31468,                  1.048,                 1.4547,                0.77888,                 1.0145,             0.00040865,             0.00040865,             0.00040865
                    141,                0.93865,                 1.2723,                0.59107,                0.92036,                0.70702,                0.60223,                0.63294,                0.40503,                0.69155,                0.54306,                0.58308,                0.31492,                 1.0483,                 1.4624,                0.78037,                 1.0143,             0.00040505,             0.00040505,             0.00040505
                    142,                0.93738,                 1.2724,                0.58964,                0.91769,                0.72463,                0.59461,                0.63471,                0.40557,                0.69499,                0.54722,                0.58578,                0.31556,                 1.0476,                 1.4615,                0.78118,                 1.0147,             0.00040145,             0.00040145,             0.00040145
                    143,                  0.939,                  1.272,                0.59009,                0.91898,                0.71864,                0.59457,                0.63356,                0.40559,                0.68289,                0.55388,                0.58754,                0.31655,                 1.0479,                 1.4624,                0.78145,                 1.0162,             0.00039785,             0.00039785,             0.00039785
                    144,                0.93398,                  1.265,                0.58796,                0.91724,                0.71444,                 0.5972,                0.62888,                0.40348,                0.67734,                0.55312,                0.58323,                0.31484,                 1.0465,                 1.4643,                0.78686,                 1.0154,             0.00039425,             0.00039425,             0.00039425
                    145,                0.93535,                 1.2679,                0.58651,                0.91705,                0.72543,                0.59078,                0.62966,                0.40302,                0.68421,                0.55049,                0.58192,                0.31441,                 1.0475,                 1.4624,                0.78519,                  1.016,             0.00039065,             0.00039065,             0.00039065
                    146,                 0.9295,                 1.2599,                0.58334,                0.91684,                0.72502,                0.59208,                0.63059,                0.40393,                0.68737,                0.54735,                0.58292,                 0.3152,                 1.0483,                 1.4649,                0.78377,                 1.0172,             0.00038705,             0.00038705,             0.00038705
                    147,                0.93561,                 1.2704,                0.58416,                0.91706,                0.71851,                0.59588,                0.63207,                0.40495,                0.68285,                0.55289,                0.58489,                 0.3157,                 1.0472,                 1.4636,                0.78224,                 1.0171,             0.00038345,             0.00038345,             0.00038345
                    148,                0.93082,                 1.2629,                0.57866,                0.91605,                0.72814,                0.59417,                0.63161,                 0.4045,                0.68671,                0.55189,                0.58442,                0.31537,                 1.0462,                 1.4626,                0.78124,                 1.0167,             0.00037985,             0.00037985,             0.00037985
                    149,                0.92661,                 1.2563,                0.58028,                0.91546,                0.71713,                0.59372,                0.62925,                0.40377,                0.68442,                0.54768,                 0.5819,                0.31386,                  1.048,                 1.4672,                0.78739,                 1.0167,             0.00037625,             0.00037625,             0.00037625
                    150,                0.93012,                 1.2587,                0.58151,                0.91508,                0.72404,                0.59555,                0.63204,                0.40495,                0.68136,                0.55676,                0.58508,                0.31596,                 1.0476,                 1.4635,                0.78172,                 1.0156,             0.00037265,             0.00037265,             0.00037265
                    151,                0.91933,                 1.2427,                0.57189,                0.91262,                0.72342,                0.59513,                0.63108,                 0.4051,                0.69063,                 0.5516,                0.58412,                0.31499,                 1.0454,                 1.4652,                0.78288,                 1.0157,             0.00036905,             0.00036905,             0.00036905
                    152,                0.92218,                 1.2483,                 0.5726,                0.91204,                0.71258,                0.60177,                0.63317,                0.40525,                0.66747,                0.55715,                0.58354,                0.31535,                 1.0469,                 1.4659,                0.78218,                  1.017,             0.00036545,             0.00036545,             0.00036545
                    153,                0.92453,                 1.2511,                0.57586,                0.91451,                0.72972,                0.58926,                0.63067,                0.40381,                0.69341,                0.54864,                0.58319,                0.31363,                 1.0488,                 1.4669,                0.78373,                  1.018,             0.00036185,             0.00036185,             0.00036185
                    154,                0.91618,                 1.2421,                0.56872,                0.91156,                0.72875,                0.59337,                0.63266,                0.40566,                0.68969,                0.54963,                0.58206,                 0.3152,                 1.0478,                 1.4666,                0.77964,                 1.0164,             0.00035826,             0.00035826,             0.00035826
                    155,                0.92143,                 1.2427,                0.57222,                0.91231,                0.72722,                0.59535,                 0.6337,                0.40631,                0.69024,                0.55028,                0.58439,                0.31611,                 1.0474,                  1.467,                 0.7797,                  1.016,             0.00035466,             0.00035466,             0.00035466
                    156,                0.92087,                 1.2431,                0.57043,                0.91111,                0.72251,                0.60014,                0.63477,                0.40571,                0.68824,                0.54566,                0.58302,                0.31647,                 1.0478,                 1.4657,                 0.7798,                 1.0161,             0.00035106,             0.00035106,             0.00035106
                    157,                0.92111,                 1.2445,                0.56974,                0.91107,                0.71746,                0.59981,                 0.6328,                0.40507,                0.68216,                0.54983,                0.58113,                0.31499,                 1.0488,                 1.4694,                0.78349,                 1.0169,             0.00034746,             0.00034746,             0.00034746
                    158,                0.91454,                 1.2378,                0.56565,                0.90962,                0.72417,                0.59839,                0.63395,                 0.4055,                0.69806,                0.54032,                0.58213,                0.31528,                 1.0468,                 1.4773,                0.78271,                 1.0164,             0.00034386,             0.00034386,             0.00034386
                    159,                0.91463,                 1.2376,                0.56692,                0.90906,                0.72446,                0.59577,                0.63288,                0.40599,                0.68726,                0.54739,                0.58181,                0.31539,                 1.0485,                 1.4777,                0.78183,                  1.017,             0.00034026,             0.00034026,             0.00034026
                    160,                0.91518,                 1.2388,                0.56758,                0.91033,                0.72035,                0.59872,                0.63255,                0.40544,                0.69217,                0.55035,                0.58408,                 0.3141,                 1.0482,                  1.478,                0.78016,                 1.0167,             0.00033666,             0.00033666,             0.00033666
                    161,                0.91337,                 1.2303,                0.56357,                0.90992,                0.73346,                0.59239,                0.63206,                0.40537,                0.68532,                0.55136,                 0.5831,                0.31537,                 1.0482,                  1.477,                0.77941,                 1.0169,             0.00033306,             0.00033306,             0.00033306
                    162,                0.91473,                 1.2371,                0.56356,                0.90794,                0.72888,                0.59404,                0.63265,                0.40582,                0.69642,                 0.5484,                 0.5856,                0.31527,                  1.048,                 1.4789,                0.77618,                 1.0165,             0.00032946,             0.00032946,             0.00032946
                    163,                0.90932,                 1.2312,                0.56131,                0.90752,                0.71378,                0.59976,                0.63035,                0.40521,                0.67237,                0.55211,                0.58061,                0.31442,                 1.0474,                 1.4718,                0.77727,                 1.0175,             0.00032586,             0.00032586,             0.00032586
                    164,                0.90514,                  1.229,                0.55858,                0.90671,                0.71839,                0.59806,                0.63323,                0.40622,                0.67927,                0.55061,                0.58284,                0.31509,                 1.0471,                 1.4757,                0.77975,                 1.0167,             0.00032226,             0.00032226,             0.00032226
                    165,                0.90891,                 1.2295,                0.55942,                0.90567,                0.72138,                0.59999,                0.63251,                  0.406,                0.68745,                0.54863,                0.58386,                0.31628,                 1.0489,                 1.4763,                0.78121,                 1.0182,             0.00031866,             0.00031866,             0.00031866
                    166,                0.90586,                 1.2188,                 0.5543,                0.90399,                0.73247,                0.59683,                0.63491,                0.40592,                0.68818,                0.54908,                0.58181,                0.31473,                 1.0499,                 1.4754,                0.78065,                  1.019,             0.00031506,             0.00031506,             0.00031506
                    167,                0.90599,                 1.2207,                0.55885,                0.90665,                0.73002,                0.59547,                0.63356,                0.40593,                0.68031,                0.55197,                0.58147,                 0.3145,                 1.0487,                 1.4774,                0.78209,                 1.0192,             0.00031146,             0.00031146,             0.00031146
                    168,                0.90406,                 1.2177,                  0.555,                0.90563,                0.71679,                0.59913,                0.63253,                0.40594,                0.68264,                0.54929,                0.58238,                0.31582,                 1.0475,                 1.4782,                0.78125,                 1.0173,             0.00030786,             0.00030786,             0.00030786
                    169,                0.89829,                 1.2117,                0.55169,                0.90386,                0.71941,                0.59917,                 0.6343,                0.40683,                0.69546,                0.54481,                0.58458,                0.31618,                 1.0463,                 1.4828,                0.78126,                 1.0165,             0.00030426,             0.00030426,             0.00030426
                    170,                0.90345,                 1.2201,                0.55179,                0.90537,                0.71483,                0.60103,                0.63311,                0.40559,                0.68482,                0.55101,                0.58356,                0.31523,                 1.0476,                 1.4791,                0.78521,                 1.0177,             0.00030066,             0.00030066,             0.00030066
                    171,                0.90405,                 1.2206,                0.55255,                0.90484,                0.72311,                0.59831,                0.63299,                0.40585,                0.67998,                0.55292,                0.58312,                0.31633,                 1.0466,                 1.4806,                0.78379,                 1.0163,             0.00029706,             0.00029706,             0.00029706
                    172,                0.89798,                 1.2117,                0.54952,                0.90189,                0.73763,                0.58993,                 0.6339,                0.40616,                0.68261,                0.54974,                 0.5826,                0.31612,                 1.0465,                 1.4824,                0.78129,                 1.0169,             0.00029346,             0.00029346,             0.00029346
                    173,                0.90277,                 1.2167,                0.55496,                0.90489,                 0.7298,                0.59469,                0.63503,                0.40693,                0.68555,                0.55162,                0.58553,                0.31641,                 1.0464,                 1.4813,                0.77916,                 1.0172,             0.00028986,             0.00028986,             0.00028986
                    174,                0.89746,                 1.2081,                0.54614,                0.90198,                0.72294,                0.59665,                0.63376,                0.40647,                0.67866,                0.55089,                 0.5839,                0.31732,                 1.0476,                 1.4811,                0.78226,                 1.0184,             0.00028626,             0.00028626,             0.00028626
                    175,                0.89824,                 1.2127,                0.54766,                 0.9029,                0.71437,                0.60045,                0.63342,                0.40598,                0.68386,                 0.5475,                0.58417,                0.31682,                 1.0468,                 1.4871,                0.78234,                 1.0178,             0.00028266,             0.00028266,             0.00028266
                    176,                0.90138,                 1.2108,                0.54938,                0.90306,                0.71763,                0.59969,                0.63446,                0.40616,                0.67517,                0.55257,                 0.5833,                0.31646,                 1.0467,                 1.4805,                0.77926,                 1.0179,             0.00027906,             0.00027906,             0.00027906
                    177,                0.89804,                 1.2083,                 0.5476,                0.90216,                 0.7179,                0.59891,                0.63421,                0.40582,                0.69122,                0.54452,                0.58365,                0.31663,                 1.0473,                  1.484,                0.78076,                 1.0186,             0.00027546,             0.00027546,             0.00027546
                    178,                0.89469,                 1.2063,                0.54385,                0.90088,                0.72902,                0.59392,                0.63397,                0.40545,                 0.6826,                0.55138,                0.58336,                0.31544,                 1.0476,                 1.4871,                0.78115,                 1.0184,             0.00027186,             0.00027186,             0.00027186
                    179,                0.89399,                 1.2028,                0.54446,                0.90055,                0.73132,                0.59463,                0.63482,                0.40521,                 0.6906,                0.54917,                0.58442,                0.31655,                 1.0487,                 1.4851,                0.78189,                 1.0185,             0.00026826,             0.00026826,             0.00026826
                    180,                0.89589,                  1.208,                0.54574,                0.90035,                0.73115,                0.59362,                0.63337,                0.40532,                0.69212,                0.54673,                0.58412,                0.31592,                 1.0477,                 1.4875,                0.78031,                 1.0188,             0.00026466,             0.00026466,             0.00026466
                    181,                0.89125,                 1.2008,                0.54196,                0.89961,                0.72806,                0.59487,                0.63344,                0.40596,                0.68748,                0.54844,                0.58322,                0.31628,                 1.0466,                  1.483,                0.78046,                  1.018,             0.00026106,             0.00026106,             0.00026106
                    182,                  0.887,                  1.196,                0.53996,                0.89878,                 0.7276,                0.59458,                0.63164,                0.40555,                0.69202,                0.54308,                0.58037,                 0.3156,                 1.0476,                 1.4871,                0.78112,                  1.019,             0.00025747,             0.00025747,             0.00025747
                    183,                 0.8865,                 1.1983,                 0.5393,                0.89952,                0.72863,                0.59585,                0.63217,                0.40596,                0.68423,                0.54474,                0.58033,                0.31559,                 1.0474,                 1.4844,                0.78183,                 1.0183,             0.00025387,             0.00025387,             0.00025387
                    184,                0.88868,                 1.1994,                 0.5414,                0.89946,                0.72481,                0.59846,                0.63273,                0.40665,                0.68857,                0.54749,                0.58356,                0.31653,                 1.0472,                 1.4861,                0.78055,                 1.0184,             0.00025027,             0.00025027,             0.00025027
                    185,                 0.8911,                 1.1961,                0.54124,                0.89959,                0.72571,                0.59717,                0.63366,                0.40668,                0.68845,                0.54948,                0.58455,                0.31764,                  1.047,                 1.4901,                0.78008,                 1.0173,             0.00024667,             0.00024667,             0.00024667
                    186,                0.88581,                  1.191,                0.53697,                 0.8976,                0.74005,                0.59008,                0.63312,                0.40599,                0.69454,                0.54721,                0.58335,                0.31659,                 1.0483,                 1.4881,                0.78142,                 1.0193,             0.00024307,             0.00024307,             0.00024307
                    187,                0.88208,                 1.1874,                0.53517,                0.89688,                0.72669,                0.59695,                0.63229,                0.40618,                0.68276,                0.55216,                0.58504,                0.31697,                 1.0478,                 1.4889,                0.78113,                 1.0182,             0.00023947,             0.00023947,             0.00023947
                    188,                0.88753,                 1.1935,                0.53588,                0.89826,                 0.7207,                0.59966,                0.63322,                0.40668,                0.67998,                0.55378,                0.58515,                0.31681,                 1.0479,                 1.4868,                0.78086,                 1.0186,             0.00023587,             0.00023587,             0.00023587
                    189,                 0.8853,                 1.1947,                0.53603,                0.89735,                0.72527,                0.59998,                0.63398,                0.40681,                0.68357,                0.55243,                0.58325,                0.31654,                 1.0485,                 1.4867,                0.78015,                 1.0195,             0.00023227,             0.00023227,             0.00023227
                    190,                0.87862,                 1.1842,                0.53227,                0.89695,                0.72797,                0.59727,                0.63314,                0.40636,                0.69121,                0.54948,                0.58407,                0.31635,                 1.0491,                 1.4903,                0.78107,                 1.0189,             0.00022867,             0.00022867,             0.00022867
                    191,                0.88058,                 1.1882,                0.53268,                0.89682,                 0.7274,                0.59501,                0.63312,                0.40612,                 0.6902,                0.54887,                0.58332,                0.31632,                 1.0491,                 1.4889,                0.78269,                 1.0206,             0.00022507,             0.00022507,             0.00022507
                    192,                0.87861,                 1.1831,                 0.5313,                0.89522,                0.72578,                0.59567,                0.63312,                0.40614,                0.68441,                0.54889,                0.58246,                0.31656,                 1.0492,                 1.4908,                0.78239,                 1.0194,             0.00022147,             0.00022147,             0.00022147
                    193,                0.87899,                 1.1847,                 0.5303,                0.89501,                0.72363,                0.59527,                0.63353,                0.40646,                0.68556,                0.54906,                0.58346,                0.31644,                 1.0492,                  1.488,                0.78171,                 1.0197,             0.00021787,             0.00021787,             0.00021787
                    194,                0.87512,                   1.18,                0.52725,                 0.8947,                0.72498,                0.59674,                0.63429,                0.40645,                0.69515,                0.54953,                0.58562,                 0.3169,                 1.0475,                 1.4895,                0.78073,                 1.0194,             0.00021427,             0.00021427,             0.00021427
                    195,                0.87093,                 1.1737,                0.52642,                0.89397,                0.72778,                0.59465,                0.63325,                 0.4065,                0.68638,                0.55219,                0.58405,                0.31684,                 1.0474,                 1.4886,                0.78218,                 1.0192,             0.00021067,             0.00021067,             0.00021067
                    196,                0.87722,                 1.1786,                0.52812,                0.89475,                0.72484,                0.59632,                0.63346,                0.40675,                0.68319,                0.55077,                0.58349,                0.31692,                 1.0478,                 1.4872,                0.78168,                  1.019,             0.00020707,             0.00020707,             0.00020707
                    197,                0.87663,                 1.1791,                0.52699,                0.89262,                0.71859,                0.59812,                0.63294,                0.40668,                0.68509,                0.55201,                0.58496,                0.31694,                 1.0471,                 1.4855,                0.78049,                 1.0178,             0.00020347,             0.00020347,             0.00020347
                    198,                0.87194,                 1.1706,                 0.5261,                0.89385,                0.72467,                0.59491,                0.63283,                0.40634,                0.68899,                0.54857,                0.58345,                 0.3171,                 1.0483,                 1.4925,                0.78141,                 1.0188,             0.00019987,             0.00019987,             0.00019987
                    199,                0.87292,                 1.1735,                0.52579,                0.89356,                0.72284,                0.59704,                0.63284,                0.40638,                  0.692,                 0.5487,                0.58499,                0.31746,                 1.0478,                 1.4949,                0.78124,                 1.0183,             0.00019627,             0.00019627,             0.00019627
                    200,                0.87064,                 1.1758,                0.52343,                0.89297,                0.72394,                0.60002,                0.63293,                0.40701,                0.68271,                0.55476,                0.58441,                0.31756,                 1.0478,                 1.4919,                0.78059,                  1.019,             0.00019267,             0.00019267,             0.00019267
                    201,                0.87373,                 1.1686,                 0.5244,                0.89354,                0.72444,                0.59865,                0.63391,                0.40696,                0.68827,                0.55386,                0.58593,                0.31743,                 1.0489,                 1.4936,                0.78246,                 1.0208,             0.00018907,             0.00018907,             0.00018907
                    202,                0.86997,                   1.17,                0.52335,                0.89279,                0.72335,                0.59761,                0.63308,                0.40631,                0.68569,                0.55143,                0.58525,                0.31705,                  1.049,                 1.4936,                0.78298,                 1.0206,             0.00018547,             0.00018547,             0.00018547
                    203,                0.86804,                 1.1715,                0.52002,                0.89063,                 0.7301,                 0.5938,                0.63403,                0.40591,                0.68738,                0.55102,                0.58518,                0.31686,                 1.0499,                 1.4966,                0.78355,                 1.0205,             0.00018187,             0.00018187,             0.00018187
                    204,                0.86719,                  1.165,                0.52071,                0.89206,                 0.7278,                0.59479,                0.63243,                0.40586,                0.69352,                0.55146,                0.58511,                0.31644,                 1.0506,                 1.4953,                0.78511,                 1.0216,             0.00017827,             0.00017827,             0.00017827
                    205,                0.86543,                 1.1643,                0.52048,                0.89245,                0.71951,                0.59527,                  0.631,                 0.4057,                0.68474,                0.55461,                0.58483,                0.31625,                 1.0496,                 1.4983,                0.78509,                 1.0201,             0.00017467,             0.00017467,             0.00017467
                    206,                0.86613,                 1.1637,                 0.5198,                0.89048,                0.72338,                0.59698,                0.63187,                0.40594,                0.68634,                0.55329,                0.58423,                0.31643,                 1.0495,                 1.4969,                 0.7822,                 1.0208,             0.00017107,             0.00017107,             0.00017107
                    207,                0.85835,                 1.1577,                 0.5159,                0.88902,                0.73475,                0.59107,                0.63329,                0.40656,                0.70081,                0.54636,                0.58476,                0.31709,                 1.0496,                  1.495,                0.78265,                 1.0204,             0.00016747,             0.00016747,             0.00016747
                    208,                0.86088,                 1.1582,                0.51618,                0.89027,                0.72157,                0.59599,                0.63217,                0.40628,                0.69436,                0.54671,                0.58423,                0.31611,                 1.0501,                 1.5001,                0.78243,                 1.0203,             0.00016387,             0.00016387,             0.00016387
                    209,                 0.8647,                 1.1616,                0.51709,                0.89068,                0.72005,                0.59804,                0.63272,                0.40611,                0.68784,                0.54637,                0.58285,                0.31588,                 1.0501,                 1.5012,                0.78233,                 1.0214,             0.00016027,             0.00016027,             0.00016027
                    210,                0.86189,                 1.1583,                0.51569,                0.88975,                0.71928,                0.59965,                0.63135,                0.40587,                0.68047,                0.55226,                0.58319,                0.31595,                 1.0497,                 1.4985,                0.78214,                 1.0215,             0.00015668,             0.00015668,             0.00015668
                    211,                0.85692,                 1.1529,                0.51269,                 0.8895,                0.71911,                 0.5991,                0.63167,                0.40615,                0.67932,                0.55282,                0.58242,                0.31615,                 1.0498,                 1.4976,                0.78256,                 1.0215,             0.00015308,             0.00015308,             0.00015308
