                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    212,                0.86118,                 1.1612,                0.51523,                0.88977,                0.72331,                0.59468,                0.63106,                 0.4064,                0.68043,                0.55039,                0.58225,                0.31632,                 1.0493,                 1.4979,                 0.7829,                 1.0216,             0.00014948,             0.00014948,             0.00014948
                    213,                0.86227,                 1.1589,                0.51612,                0.88868,                0.72351,                0.59635,                0.63141,                0.40654,                0.68931,                0.55019,                0.58309,                0.31648,                 1.0494,                 1.4996,                0.78326,                 1.0218,             0.00014588,             0.00014588,             0.00014588
                    214,                0.85386,                 1.1495,                0.51054,                0.88765,                0.72595,                0.59389,                  0.632,                0.40645,                0.68407,                0.55047,                0.58327,                0.31678,                 1.0496,                 1.4989,                 0.7823,                  1.022,             0.00014228,             0.00014228,             0.00014228
                    215,                0.85604,                  1.149,                0.50957,                0.88875,                0.71711,                0.59649,                0.63078,                0.40649,                0.68482,                 0.5497,                0.58264,                0.31672,                 1.0506,                 1.4989,                0.78227,                 1.0224,             0.00013868,             0.00013868,             0.00013868
                    216,                0.85514,                 1.1515,                0.51127,                 0.8877,                0.71878,                0.59754,                0.63035,                0.40606,                0.68365,                0.55045,                0.58248,                0.31631,                 1.0505,                 1.5006,                0.78196,                 1.0218,             0.00013508,             0.00013508,             0.00013508
                    217,                0.85246,                 1.1422,                0.50791,                0.88612,                0.72864,                0.59482,                0.63111,                0.40597,                0.69431,                0.54634,                0.58259,                0.31666,                 1.0515,                 1.5028,                 0.7812,                 1.0229,             0.00013148,             0.00013148,             0.00013148
                    218,                   0.86,                 1.1554,                0.51296,                0.88782,                0.72968,                0.59182,                0.63143,                0.40595,                0.68855,                0.55048,                0.58295,                0.31657,                 1.0515,                 1.5031,                0.78037,                  1.023,             0.00012788,             0.00012788,             0.00012788
                    219,                0.85331,                 1.1423,                0.50708,                0.88692,                0.72762,                0.59304,                0.63117,                0.40617,                0.69515,                0.54704,                0.58332,                0.31668,                 1.0506,                 1.5042,                0.78138,                 1.0222,             0.00012428,             0.00012428,             0.00012428
                    220,                0.85097,                 1.1446,                0.50784,                0.88722,                0.72664,                0.59128,                0.62984,                0.40591,                0.69616,                0.54509,                0.58106,                0.31599,                 1.0514,                 1.5061,                0.78212,                 1.0233,             0.00012068,             0.00012068,             0.00012068
                    221,                0.85207,                 1.1482,                0.50716,                0.88562,                 0.7316,                0.59028,                 0.6298,                0.40557,                0.69564,                0.54529,                0.58155,                0.31585,                 1.0512,                 1.5059,                0.78312,                 1.0231,             0.00011708,             0.00011708,             0.00011708
                    222,                0.84618,                   1.14,                0.50388,                0.88519,                0.72432,                0.59356,                 0.6296,                0.40547,                0.69237,                0.54522,                0.58132,                0.31602,                 1.0513,                 1.5067,                0.78483,                 1.0238,             0.00011348,             0.00011348,             0.00011348
                    223,                0.84933,                 1.1409,                0.50429,                0.88599,                0.72161,                0.59643,                0.62999,                0.40537,                0.68002,                0.54977,                0.58063,                  0.316,                 1.0514,                 1.5057,                0.78458,                 1.0235,             0.00010988,             0.00010988,             0.00010988
                    224,                0.85239,                 1.1464,                0.50545,                 0.8859,                0.72525,                0.59582,                0.63017,                0.40506,                0.68505,                0.55152,                0.58125,                0.31597,                 1.0518,                 1.5068,                0.78453,                 1.0234,             0.00010628,             0.00010628,             0.00010628
                    225,                0.85043,                 1.1393,                0.50417,                0.88613,                 0.7252,                0.59697,                0.63087,                0.40534,                0.68192,                0.55115,                0.58134,                0.31606,                 1.0518,                 1.5066,                0.78382,                 1.0236,             0.00010268,             0.00010268,             0.00010268
                    226,                0.84343,                  1.134,                0.50185,                0.88543,                   0.72,                0.59906,                0.63097,                0.40511,                0.68605,                0.55081,                0.58343,                0.31647,                 1.0521,                 1.5079,                0.78404,                 1.0241,             9.9081e-05,             9.9081e-05,             9.9081e-05
                    227,                0.84968,                 1.1403,                0.50382,                0.88588,                 0.7208,                0.60021,                0.63084,                 0.4054,                0.68561,                0.55275,                0.58288,                0.31648,                  1.051,                 1.5083,                0.78425,                 1.0239,             9.5481e-05,             9.5481e-05,             9.5481e-05
                    228,                0.84673,                 1.1414,                0.50106,                0.88455,                0.72097,                0.59782,                0.63064,                0.40559,                0.68914,                0.54916,                0.58325,                0.31609,                  1.051,                 1.5092,                0.78439,                  1.024,             9.1882e-05,             9.1882e-05,             9.1882e-05
                    229,                0.84462,                 1.1325,                0.50039,                0.88424,                0.72449,                0.59569,                0.63011,                0.40539,                0.69028,                0.54727,                0.58158,                0.31566,                 1.0509,                 1.5102,                0.78514,                 1.0239,             8.8282e-05,             8.8282e-05,             8.8282e-05
                    230,                0.84877,                 1.1423,                0.50378,                0.88566,                0.72109,                0.59737,                0.62963,                0.40498,                0.69297,                0.54581,                0.58077,                0.31566,                 1.0517,                 1.5103,                0.78537,                 1.0244,             8.4682e-05,             8.4682e-05,             8.4682e-05
                    231,                0.84595,                 1.1416,                0.50156,                0.88577,                 0.7219,                0.59524,                0.62916,                0.40493,                0.69316,                0.54672,                0.58157,                0.31566,                 1.0516,                 1.5111,                0.78492,                 1.0246,             8.1083e-05,             8.1083e-05,             8.1083e-05
                    232,                 0.8467,                 1.1349,                0.50038,                0.88331,                0.72476,                0.59377,                 0.6296,                 0.4051,                0.69543,                0.54616,                0.58169,                0.31562,                 1.0514,                  1.512,                0.78539,                 1.0243,             7.7483e-05,             7.7483e-05,             7.7483e-05
                    233,                0.83775,                 1.1287,                0.49649,                0.88372,                0.72758,                0.59188,                0.62952,                0.40498,                0.70017,                0.54395,                0.58191,                0.31589,                 1.0517,                 1.5138,                0.78484,                 1.0243,             7.3884e-05,             7.3884e-05,             7.3884e-05
                    234,                  0.844,                 1.1378,                0.50043,                  0.884,                0.71817,                0.59992,                0.62981,                0.40497,                0.69692,                0.54615,                0.58173,                0.31577,                 1.0522,                 1.5138,                0.78501,                 1.0248,             7.0284e-05,             7.0284e-05,             7.0284e-05
                    235,                0.84204,                 1.1311,                 0.4979,                0.88372,                0.71763,                 0.6004,                0.62971,                0.40489,                0.70235,                0.54313,                0.58113,                0.31554,                 1.0527,                 1.5143,                0.78486,                 1.0246,             6.6684e-05,             6.6684e-05,             6.6684e-05
                    236,                 0.8407,                 1.1295,                0.49592,                0.88254,                0.72147,                0.59636,                0.62946,                0.40449,                0.68501,                 0.5504,                0.58071,                0.31567,                 1.0524,                 1.5134,                0.78476,                 1.0242,             6.3085e-05,             6.3085e-05,             6.3085e-05
                    237,                0.84325,                 1.1277,                0.49707,                0.88226,                0.72148,                0.59801,                0.62988,                0.40502,                0.68588,                0.55069,                0.58113,                0.31605,                 1.0523,                 1.5142,                0.78468,                 1.0243,             5.9485e-05,             5.9485e-05,             5.9485e-05
                    238,                 0.8375,                 1.1265,                0.49426,                0.88134,                0.72598,                0.59516,                0.62953,                0.40436,                0.69027,                0.55034,                0.58151,                0.31602,                 1.0525,                 1.5156,                0.78508,                  1.024,             5.5885e-05,             5.5885e-05,             5.5885e-05
                    239,                0.83828,                 1.1258,                0.49466,                0.88271,                0.72512,                0.59625,                0.62998,                0.40466,                0.68595,                0.55096,                0.58164,                 0.3163,                 1.0524,                 1.5154,                0.78522,                 1.0241,             5.2286e-05,             5.2286e-05,             5.2286e-05
                    240,                0.82603,                 1.0912,                0.47859,                0.87897,                0.72358,                0.59364,                0.62962,                0.40409,                0.69864,                0.54546,                0.58124,                0.31483,                 1.0544,                 1.5203,                0.78795,                 1.0261,             4.8686e-05,             4.8686e-05,             4.8686e-05
                    241,                0.82045,                 1.0789,                0.47123,                0.87604,                0.71536,                0.59569,                0.62809,                0.40278,                0.68976,                0.54338,                0.57854,                0.31397,                 1.0565,                  1.525,                0.79163,                 1.0277,             4.5086e-05,             4.5086e-05,             4.5086e-05
                    242,                0.81098,                 1.0739,                0.46606,                0.87527,                0.72092,                0.59242,                0.62764,                0.40208,                0.69151,                0.54167,                0.57752,                0.31343,                 1.0581,                 1.5274,                0.79299,                 1.0293,             4.1487e-05,             4.1487e-05,             4.1487e-05
                    243,                0.80885,                 1.0678,                0.46255,                0.87344,                0.72063,                0.59308,                0.62751,                0.40141,                0.68817,                0.54239,                0.57795,                0.31337,                 1.0586,                 1.5296,                0.79399,                 1.0293,             3.7887e-05,             3.7887e-05,             3.7887e-05
                    244,                0.80896,                 1.0729,                0.46374,                0.87265,                0.72397,                0.59013,                0.62661,                0.40123,                 0.6869,                0.54343,                0.57813,                 0.3137,                 1.0588,                 1.5309,                0.79501,                 1.0288,             3.4287e-05,             3.4287e-05,             3.4287e-05
                    245,                0.80525,                 1.0638,                0.46068,                0.87265,                0.72828,                 0.5881,                 0.6264,                0.40111,                0.68566,                0.54351,                0.57672,                0.31326,                 1.0593,                 1.5348,                0.79526,                 1.0288,             3.0688e-05,             3.0688e-05,             3.0688e-05
                    246,                 0.8044,                 1.0635,                0.46094,                0.87338,                 0.7281,                0.58918,                0.62664,                0.40135,                0.68424,                0.54493,                0.57741,                0.31353,                  1.059,                 1.5368,                0.79538,                 1.0284,             2.7088e-05,             2.7088e-05,             2.7088e-05
                    247,                0.80676,                 1.0644,                0.46092,                0.87281,                0.72738,                0.59036,                 0.6271,                0.40114,                0.68126,                0.54595,                0.57676,                0.31357,                 1.0594,                 1.5376,                0.79579,                 1.0283,             2.3489e-05,             2.3489e-05,             2.3489e-05
                    248,                0.80431,                 1.0703,                 0.4599,                0.87218,                0.72816,                0.59056,                0.62727,                0.40091,                0.68552,                0.54588,                0.57741,                0.31361,                 1.0597,                 1.5387,                0.79599,                 1.0285,             1.9889e-05,             1.9889e-05,             1.9889e-05
                    249,                0.80294,                 1.0604,                0.45777,                0.87317,                0.72422,                0.59208,                0.62786,                0.40109,                0.68617,                0.54388,                 0.5772,                0.31332,                 1.0599,                 1.5394,                0.79567,                 1.0284,             1.6289e-05,             1.6289e-05,             1.6289e-05
